token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,repeat_cluster_match_fraction
闹事,387,36,0.38665696578137865,1241,-0.10081190271265517,-0.16436463298403017,7-9,nàoshì,to cause trouble; to create a disturbance,Translation,0.5
藏匿,387,36,0.38545662334320047,908,-0.05668505856636069,-0.09223931250343183,7-9,cángnì,to cover up; to conceal; to go into hiding,Translation,0.5
驱逐,387,36,0.3717281272137984,1144,-0.018056566504158156,-0.028740052334481445,7-9,qūzhú,to expel; to deport; banishment,Translation,0.75
哗变,387,36,0.3684755122611381,1241,-0.07136543036009296,-0.11300500890410908,7-9,huábiàn,mutiny; rebellion,Translation,0.75
人身,388,2,0.42702591498374187,72,0.08111691554068767,0.12401472497193539,7-9,rénshēn,person; personal; human body,Translation,1.0
财产,388,2,0.4270257956639295,637,0.04623156854066901,0.07466268979677612,4,cáichǎn,property; assets; estate,Translation,0.0
造,389,2,0.4740486126535268,699,0.13828012162378744,0.2081806113626847,3,zào,to make; to build; to manufacture; to invent; to fabricate; to go to; party (in a lawsuit or legal agreement); crop; classifier for crops,Translation,0.25
人造,389,2,0.4740483764935889,369,0.021890223436490497,0.03995719487046047,7-9,rénzào,man-made; artificial; synthetic,Translation,0.75
怨,390,10,0.4629730120547691,314,0.03642342838129192,0.0635162646050855,5,yuàn,to blame; (bound form) resentment; hatred; grudge,Translation,1.0
贼,390,10,0.44248212765988365,172,0.030339821093645247,0.05161082594058763,7-9,zéi,thief; traitor; wily; deceitful; evil; extremely,Translation,0.75
冤,390,10,0.4375993798534967,147,0.04608409507680905,0.07573583020881035,7-9,yuān,injustice; grievance; wrong; old variant of 冤,Translation,1.0
害,390,10,0.398746623408971,444,0.0047907072426654485,0.007904882450729473,5,hài,to do harm to; to cause trouble to; harm; evil; calamity,Translation,0.5
贪,390,10,0.3965371138599032,1093,0.01648013658786951,0.02658330843913871,7-9,tān,to have a voracious desire for; to covet; greedy; corrupt,Translation,1.0
劫,390,10,0.39505292249672613,1049,-0.002323585023949526,-0.0038409723930553355,7-9,jié,variant of 劫; variant of 劫; variant of 劫; to rob; to plunder; to seize by force; to coerce; calamity; abbr. for kalpa 波,Translation,0.5
仇,390,10,0.39164558992051934,1049,0.02878657922410821,0.04518086217553303,7-9,chóu,"hatred; animosity; enmity; foe; enemy; to feel animosity toward (the wealthy, foreigners etc); spouse; companion; variant of 仇; variant of 仇; surname Qiu",Translation,0.25
怪,390,10,0.38248104467948313,172,-0.01266833528916006,-0.02051489299236935,4; 5,guài,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather; variant of 怪,Translation,1.0
盗,390,10,0.3725432944255398,1144,-0.055675100092358765,-0.08873138114188471,7-9,dào,to steal; to rob; to plunder; thief; bandit; robber,Translation,0.0
瞒,390,10,0.3500819147004137,1097,-0.02630508538350962,-0.04047446282616374,7-9,mán,to conceal from; to keep (sb) in the dark,Translation,0.25
插手,391,4,0.5196476768391408,1261,0.08238615502288715,0.14640220673871582,7-9,chāshǒu,to get involved in; to meddle; interference,Translation,1.0
介入,391,4,0.4942046802754361,1261,0.14619306738328525,0.22422648972596282,7-9,jièrù,to intervene; to get involved,Translation,1.0
干预,391,4,0.44531297554166266,1153,0.08261713256032416,0.1296353266340063,5,gānyù,to meddle; to intervene; intervention,Translation,1.0
接手,391,4,0.3806169006818378,1149,-0.08238697314323545,-0.13301456438499817,7-9,jiēshǒu,to take over (duties etc); catcher (baseball etc),Translation,0.0
放到,392,5,0.47709858526765503,350,0.08126732816278137,0.13451097746857127,3,fàngdào,Put in,Translation,0.75
到,392,5,0.458215310974433,1319,-0.19875334222762386,-0.36684931533427784,1,dào,to reach; to arrive; to leave for; to go to; to (a place); until (a time); up to (a point); (verb complement indicating arriving at a place or reaching a point); considerate; thoughtful; thorough,Translation,0.5
从,392,5,0.4554592660124592,394,-0.0055353054349132624,-0.0101650897525691,1,cóng,variant of 从; surname Cong; from; through; via; to follow; to obey; to engage in (an activity); never (in negative sentence); (Taiwan pr. [zòng]) retainer; assistant; auxiliary; subordinate; related by common paternal grandfather or earlier ancestor,Translation,0.5
在,392,5,0.4386035929374108,955,0.07914517623704764,0.12355977863192776,1,zài,to exist; to be alive; (of sb or sth) to be (located) at; (used before a verb to indicate an action in progress),Translation,0.75
把,392,5,0.3978714214438127,1327,-0.09126497639477982,-0.15157057752285957,3,bǎ,"to hold; to grasp; to hold a baby in position to help it urinate or defecate; handlebar; classifier: handful, bundle, bunch; classifier for things with handles; (used to put the object before the verb: 把 + {noun} + {verb}); handle",Translation,0.25
阅历,393,4,0.5114555371901557,950,0.13420260082693547,0.2155009773040211,7-9,yuèlì,to experience; experience,Translation,0.25
资历,393,4,0.5112371441361337,384,0.12058025565117891,0.19788564664557087,7-9,zīlì,qualifications; experience; seniority,Translation,0.0
经验,393,4,0.4732494362934873,33,0.11121019807899452,0.17432137639271497,3,jīngyàn,experience; to experience,Translation,0.75
从业,393,4,0.4087758851981799,196,0.049169499967161856,0.07678012215174804,7-9,cóngyè,to practice (a trade),Translation,0.5
从中,394,1,0.0,820,-0.39878037571907043,0.0,5,cóngzhōng,from within; therefrom,Translation,1.0
搞,395,3,0.4260966731948287,1339,0.08008968371576375,0.12246259887696459,5,gǎo,to do; to make; to go in for; to set up; to get hold of; to take care of,Translation,1.0
折腾,395,3,0.29746141873097376,23,-0.09699118294024511,-0.13805815869221827,7-9,zhēteng,"to toss from side to side (e.g. sleeplessly); to repeat sth over and over again; to torment sb; to play crazy; to squander (time, money)",Translation,0.5
从事,395,3,0.280538916888152,180,-0.11489218443402205,-0.15969200715775314,3,cóngshì,to go for; to engage in; to undertake; to deal with; to handle; to do,Translation,0.25
从今以后,396,1,0.0,1184,-0.323914498090744,0.0,7-9,cóng jīn yǐhòu,from now on; henceforward,Translation,1.0
从头,397,2,0.45151365000783605,396,0.09000104863225622,0.14095978844086454,7-9,cóngtóu,anew; from the start,Translation,0.75
遍,397,2,0.4515135234788028,47,0.10003929795771516,0.15425647197768863,2,biàn,variant of 遍; everywhere; all over; classifier for actions: one time,Translation,0.75
滔滔不绝,398,9,0.4564016607797264,126,0.05497820649505841,0.09184824712661664,7-9,tāotāo-bùjué,unceasing torrent (idiom); talking non-stop; gabbling forty to the dozen,Translation,0.5
从容不迫,398,9,0.4350218396929385,1171,0.05568709190164822,0.08972161999319152,7-9,cóngróng-bùpò,calm; unruffled,Translation,0.5
引经据典,398,9,0.4176077998840122,989,0.0391307331287174,0.0629594356630295,7-9,yǐnjīng-jùdiǎn,lit. to quote the classics; to quote chapter and verse (idiom),Translation,0.5
有口无心,398,9,0.4137013964612341,824,-0.0467851049940729,-0.07979740137822013,7-9,yǒukǒu-wúxīn,to speak harshly but without any bad intent (idiom),Translation,0.25
理直气壮,398,9,0.4073645106721314,934,-0.0442355342936126,-0.0746420609129937,7-9,lǐzhí-qìzhuàng,in the right and self-confident (idiom); bold and confident with justice on one's side; to have the courage of one's convictions; just and forceful,Translation,0.25
胸有成竹,398,9,0.40736410708673126,1090,0.04862186999566681,0.07582266103899254,7-9,xiōngyǒuchéngzhú,(idiom) to have a well thought out plan in mind,Translation,0.75
出口成章,398,9,0.3950860264978726,1311,0.05617100627044036,0.08496790577478375,7-9,chūkǒu-chéngzhāng,(idiom) (of one's speech) eloquent; articulate,Translation,0.75
抑扬顿挫,398,9,0.3877415024343457,989,-0.026662144750026262,-0.043547202457842896,7-9,yìyáng-dùncuò,see 顿挫抑扬,Translation,0.75
毫不,398,9,0.35581734829667117,203,-0.07133257335898374,-0.11073345916778153,7-9,háo bù,hardly; not in the least; not at all,Translation,0.0
从小,399,4,0.5138015776426478,46,0.1428748696596308,0.22711959237934654,2,cóngxiǎo,from childhood; from a young age,Translation,1.0
长大,399,4,0.4691300392730943,1271,0.07336273795206466,0.12141471011492286,2,zhǎngdà,to grow up,Translation,1.0
熏陶,399,4,0.4223867266991917,888,0.044729879460651045,0.07187333750226975,7-9,xūntáo,to seep in; to influence; to nurture; influence; training,Translation,0.0
家境,399,4,0.40137076054248083,662,0.005597468954651241,0.009263855564016045,7-9,jiājìng,family financial situation; family circumstances,Translation,0.75
储存,400,7,0.559822618090657,1347,0.2010430088873184,0.3135318398679426,6,chǔcún,stockpile; to store; to stockpile; storage,Translation,1.0
存放,400,7,0.5352296835620471,996,0.14145538274837222,0.2333378194593752,7-9,cúnfàng,to deposit; to store; to leave in sb's care,Translation,1.0
保存,400,7,0.48856980735918315,501,0.09478117162843974,0.15635004095096675,3,bǎocún,to conserve; to preserve; to keep; to save (a file etc) (computing),Translation,1.0
保管,400,7,0.48259037625096385,1149,0.05887278806469981,0.10215961281797442,7-9,bǎoguǎn,to hold in safekeeping; to have in one's care; to guarantee; certainly; surely; custodian; curator,Translation,1.0
贮藏,400,7,0.47191729155515527,505,0.12734093275998926,0.1942879761338857,7-9,zhùcáng,to store up; to hoard; deposits,Translation,1.0
仓库,400,7,0.38954085055658294,1057,-0.10272324141195344,-0.1682720973313461,6,cāngkù,depot; storehouse; warehouse,Translation,0.5
存,400,7,0.34029448090796444,1220,-0.013771533381891521,-0.020875273865899328,3,cún,to exist; to deposit; to store; to keep; to survive,Translation,1.0
神仙,401,7,0.516218901146136,474,0.1292366092092616,0.21082035234772278,7-9,shénxiān,"Daoist immortal; supernatural entity; (in modern fiction) fairy, elf, leprechaun etc; fig. lighthearted person",Translation,0.5
仙女,401,7,0.48810674790400155,484,0.1401936614896644,0.21499229407744821,7-9,xiānnǚ,fairy,Translation,1.0
巫婆,401,7,0.45926409066739754,368,0.057880273471505206,0.09669012488164892,7-9,wūpó,witch; sorceress; female shaman,Translation,0.5
阎王,401,7,0.4280945259480138,928,0.04386972369238329,0.07124308327630174,7-9,Yánwang,"(Buddhism) Yama, the King of Hell; (fig.) cruel and tyrannical person",Translation,0.5
神,401,7,0.41545450257332667,1248,0.033206845989540656,0.05375430193579601,5,shén,God; abbr. for 舟; deity; soul; spirit; unusual; mysterious; lively; expressive; expression; look; (slang) awesome; amazing,Translation,0.75
魔鬼,401,7,0.40863744281949416,928,0.012145617238897233,0.02012502523363781,7-9,móguǐ,devil,Translation,0.5
美人,401,7,0.3875115713821093,1303,0.0054776868568102155,0.008864056976008295,7-9,měirén,beauty; belle,Translation,0.5
蛇,402,45,0.513298300279209,401,0.1133687768111914,0.1889257699635371,5,shé,variant of 蛇; snake; serpent,Translation,1.0
猫,402,45,0.5041627573571904,772,0.08298069115502671,0.14336233608133048,2,māo,cat; (dialect) to hide oneself; (coll.) modem,Translation,1.0
狗,402,45,0.5005521381057229,650,0.1247435712970223,0.1998482591458307,2,gǒu,dog,Translation,1.0
青蛙,402,45,0.4856058636372952,1144,0.12063678891119045,0.18996994336796838,7-9,qīngwā,frog; (old) (slang) ugly guy,Translation,1.0
狮子,402,45,0.4804137470883528,650,0.104048770920674,0.1668424109365768,7-9,shīzi,"Leo (star sign); Shihtzu township in Pingtung County 屏东县, Taiwan; lion",Translation,1.0
鹅,402,45,0.4800304656376088,778,0.0789449994911397,0.13181346424036916,7-9,é,variant of 鹅; goose; variant of 鹅,Translation,1.0
鸟,402,45,0.47851337138875005,648,0.07155538741810796,0.12065820883518258,2,niǎo,"variant of 屌; penis; bird; ""bird"" radical in Chinese characters (Kangxi radical 196); (dialect) to pay attention to; (intensifier) damned; goddamn",Translation,1.0
鸽子,402,45,0.47810762648164074,433,0.06693270330010692,0.11367162496162195,7-9,gēzi,pigeon; dove; various birds of the family Columbidae,Translation,1.0
公鸡,402,45,0.47450648667756457,415,0.10128431441728014,0.16159524146304177,6,gōngjī,cock; rooster,Translation,1.0
鸭子,402,45,0.4733614576347236,69,0.10379474883154671,0.1646403359100871,5,yāzi,duck; male prostitute (slang),Translation,1.0
狼,402,45,0.4672529399164555,650,0.07026872036536908,0.11652882502188874,7-9,láng,wolf,Translation,1.0
鳄鱼,402,45,0.46709493337958213,650,0.06684136926024314,0.11144938137413701,7-9,èyú,alligator; crocodile,Translation,1.0
猴,402,45,0.4640085033859411,778,0.11798762602464347,0.18041497341472018,5,hóu,monkey,Translation,1.0
虫子,402,45,0.46297057984335216,201,0.05553650377256664,0.09372206792505461,4,chóngzi,insect; bug; worm,Translation,1.0
母鸡,402,45,0.45420877833230483,778,0.02629284758431899,0.0459597618557989,6,mǔjī,"hen; don't know (humorous slang mimicking Cantonese 唔知, Jyutping: m4 zi1)",Translation,1.0
兔,402,45,0.45230520247669087,778,0.06756818770618306,0.1098200108380976,5,tù,variant of 兔; rabbit,Translation,1.0
动物,402,45,0.4515752150515937,1237,0.08879205126565926,0.13934354244813238,2,dòngwù,animal,Translation,1.0
猩猩,402,45,0.4515434857423139,748,0.10126132331441168,0.15585430699087893,7-9,xīngxing,orangutan; (slang) dialect speaker whose speech is corrupted by Standard Mandarin,Translation,1.0
龟,402,45,0.45136271091937913,778,0.09672118398189439,0.14987202929700305,7-9,guī,tortoise; turtle; variant of 皲; used in 龟兹,Translation,1.0
鼠,402,45,0.45109674532219973,778,0.07134774524972048,0.11503043970595413,5,shǔ,(bound form) rat; mouse,Translation,1.0
羊,402,45,0.44162693214477733,415,0.0436937768465443,0.07257296632600314,3,yáng,sheep; goat; surname Yang,Translation,1.0
野兽,402,45,0.44018079485606415,650,0.01628129329394562,0.02826120327632577,7-9,yěshòu,beast; wild animal,Translation,1.0
鱼,402,45,0.43908907470210984,1144,0.0035408287952800044,0.0062730406444898735,2,yú,fish; surname Yu,Translation,1.0
鹿,402,45,0.43886361680788466,62,0.041202169282860246,0.0684036728407352,7-9,lù,deer,Translation,1.0
天鹅,402,45,0.4385583935529564,648,0.05638586862390976,0.09126474768289364,7-9,tiān'é,swan,Translation,1.0
蚊子,402,45,0.4344335525427802,439,0.0584819643889411,0.09371382616923958,7-9,wénzi,mosquito,Translation,1.0
蜜蜂,402,45,0.43281234003821284,1216,0.0558040807417956,0.08957435082329132,7-9,mìfēng,bee; honeybee,Translation,1.0
鲨鱼,402,45,0.4294632971021135,1237,0.005595833036561748,0.009712753034309516,7-9,shāyú,shark,Translation,1.0
大象,402,45,0.4291990689951744,650,0.09110435769146347,0.13763956754433193,5,dàxiàng,elephant,Translation,1.0
大雁,402,45,0.4199337742302371,648,0.00272045349812039,0.004668009058714198,7-9,dàyàn,wild goose,Translation,1.0
豹,402,45,0.41941269418765686,1313,0.014329782934681401,0.024087025243907177,7-9,bào,leopard; panther,Translation,1.0
妖怪,402,45,0.4187394596148707,401,-0.08641234864700065,-0.14866371040729154,7-9,yāoguài,monster; devil,Translation,0.75
燕子,402,45,0.4182747670718952,648,-0.03974687370569269,-0.06832585464039007,7-9,yànzi,swallow,Translation,1.0
苍蝇,402,45,0.41753895771482147,939,0.05858977329709686,0.0913964569936299,7-9,cāngying,housefly,Translation,1.0
仙鹤,402,45,0.412232633978633,648,-0.02990019664117899,-0.05087080088092536,7-9,xiānhè,red-crowned crane (Grus japonensis),Translation,1.0
猎犬,402,45,0.4089360467875381,650,0.04493751449231104,0.07065630627313368,7-9,lièquǎn,hound; hunting dog,Translation,1.0
鹰,402,45,0.4043622709815142,1313,0.016990373284065496,0.027733584568202956,7-9,yīng,eagle; falcon; hawk,Translation,1.0
鬼,402,45,0.40155783810880474,401,-0.09936019263002582,-0.16603140446526699,5,guǐ,disembodied spirit; ghost; devil; (suffix) person with a certain vice or addiction etc; sly; crafty; resourceful (variant of 诡); one of the 28 constellations of ancient Chinese astronomy,Translation,0.75
怪物,402,45,0.4004599917786292,401,0.0017712582009009048,0.0029456594276698294,7-9,guàiwu,monster; freak; eccentric person,Translation,0.75
昆虫,402,45,0.40028509968947196,748,0.02609944814871573,0.04170477748388589,7-9,kūnchóng,insect,Translation,1.0
猪,402,45,0.4001963427760344,925,0.012989609549258263,0.02119737642950535,3,zhū,hog; pig; swine,Translation,1.0
虎,402,45,0.39895600427874334,1313,0.017399552958095144,0.02813442390215052,5,hǔ,tiger,Translation,1.0
宠物,402,45,0.3897353923376036,772,-0.004615613216595593,-0.0075632982130088315,6,chǒngwù,house pet,Translation,1.0
恐龙,402,45,0.3895650416737062,748,-0.03146875797457871,-0.05155136930699473,7-9,kǒnglóng,dinosaur; (old) (slang) ugly person,Translation,1.0
猎人,402,45,0.37253865321328994,1144,-0.010572734277936258,-0.016850016868895985,7-9,lièrén,hunter,Translation,0.5
名字,403,12,0.5099743934033515,988,0.06573209480029363,0.11827473489808718,1,míngzi,name (of a person or thing),Translation,0.5
绰号,403,12,0.5096279494281073,840,0.0967086367125769,0.16472801576883891,7-9,chuòhào,nickname,Translation,0.75
称呼,403,12,0.4944188802396013,840,0.14325602938282028,0.22078888296082916,7-9,chēnghu,to call; to address as; form of address; appellation,Translation,0.75
外号,403,12,0.4776128416950781,840,0.07431279477430175,0.12453963569263976,7-9,wàihào,nickname,Translation,0.5
命名,403,12,0.45618547152466243,809,0.13419080923981136,0.19791998937947763,7-9,mìngmíng,to give a name to; to dub; to christen; to designate; named after; naming,Translation,1.0
名称,403,12,0.4550939902917268,796,0.01407973023809217,0.025187995385075688,2,míngchēng,name (of a thing); name (of an organization),Translation,1.0
代号,403,12,0.4239087103589142,1343,-0.01756379020375365,-0.030487859336835614,7-9,dàihào,code name,Translation,1.0
改名,403,12,0.42053806734568416,251,0.0912569458532983,0.13605841251456946,7-9,gǎimíng,to change one's name,Translation,1.0
叫,403,12,0.41303994480123374,546,-0.007450975742436916,-0.012694178550044162,1; 3,jiào,to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood); variant of 叫,Translation,0.5
由来,403,12,0.4054910383441801,670,-0.02391301176759053,-0.04022313086919375,7-9,yóulái,origin,Translation,0.0
来历,403,12,0.39874295813809246,670,-0.044184670617476995,-0.07348715697474528,7-9,láilì,history; antecedents; origin,Translation,0.0
简称,403,12,0.3694544047473688,840,0.002239218389870623,0.0035386727708918947,7-9,jiǎnchēng,to be abbreviated to; abbreviation; short form,Translation,1.0
取代,404,6,0.6377880554698313,1362,0.28236156516297706,0.43805952450232943,7-9,qǔdài,to replace; to supersede; to supplant; (chemistry) substitution,Translation,1.0
代替,404,6,0.618896149194536,699,0.2901093886259172,0.4322164277803631,4,dàitì,to replace; to take the place of,Translation,1.0
替代,404,6,0.5868069163997849,514,0.24546083132822116,0.3726704203297582,4,tìdài,to substitute for; to replace; to supersede,Translation,1.0
替换,404,6,0.5385067724783503,1145,0.12019192810846202,0.20662711940493625,7-9,tìhuàn,to exchange; to replace; to substitute for; to switch,Translation,1.0
取而代之,404,6,0.4431522375666968,711,0.06414567294953982,0.10329525127748557,7-9,qǔ'érdàizhī,(idiom) to replace; to supersede; to take its (or her etc) place,Translation,1.0
换成,404,6,0.43297865348869696,350,0.039616876421512515,0.06530560542325091,7-9,huànchéng,to exchange (sth) for (sth else); to replace with; to convert into,Translation,1.0
代理,405,3,0.5497950632660812,1128,0.1510617752163833,0.25123921250586273,5,dàilǐ,to act on behalf of sb in a responsible position; to act as an agent or proxy; surrogate; (computing) proxy,Translation,1.0
委托,405,3,0.5128495950716504,856,0.13960346174416627,0.22274048740270516,5,wěituō,to entrust; to trust; to commission,Translation,1.0
代理人,405,3,0.512005060420003,388,0.1994749004697467,0.2901580387225615,7-9,dàilǐrén,agent,Translation,1.0
代表团,406,3,0.47760438494007107,432,0.10453599266330715,0.16674225924409827,3,dàibiǎotuán,delegation,Translation,0.25
代表,406,3,0.3878959415351517,405,0.07838317731968236,0.11351864778589789,3,dàibiǎo,representative; delegate; to represent; to stand for; on behalf of; in the name of,Translation,0.0
团,406,3,0.3289119279742726,912,-0.0704064690708629,-0.10491390326508998,3,tuán,"round; lump; ball; to roll into a ball; to gather; regiment; group; society; classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke); dumpling",Translation,1.0
导致,407,18,0.5660363786879015,187,0.18436226779846665,0.2981635914738484,4,dǎozhì,to lead to; to create; to cause; to bring about,Translation,0.75
致使,407,18,0.541842790488947,187,0.1068086942479497,0.1890533455865171,7-9,zhìshǐ,to cause; to result in,Translation,0.5
使,407,18,0.537614808125642,187,0.14125196699633902,0.234001444279205,3,shǐ,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,Translation,0.75
使得,407,18,0.5308912993227728,187,0.12053021796100216,0.20441360661770192,5,shǐde,usable; workable; feasible; doable; to make; to cause,Translation,0.75
促使,407,18,0.5307984003279519,704,0.12940826503971337,0.21618131051352646,4,cùshǐ,to induce; to promote; to urge; to impel; to bring about; to provoke; to drive (sb to do sth); to catalyze; to actuate; to contribute to (some development),Translation,0.75
迫使,407,18,0.4847289673404105,149,0.040894036682070034,0.07352859598046473,7-9,pòshǐ,to force; to compel,Translation,0.75
引发,407,18,0.48268607115505896,1261,0.07594293212650977,0.12801020455482653,7-9,yǐnfā,to lead to; to trigger; to initiate; to cause; to evoke (emotions),Translation,0.5
引起,407,18,0.46926836755327167,887,0.09193532254747333,0.14764766591528755,4,yǐnqǐ,to give rise to; to lead to; to cause; to arouse,Translation,0.5
令,407,18,0.4638816401249771,187,0.14952355473107148,0.21807820021763652,5,lìng,used in 令; used in 狐 (Taiwan pr. [lìng]); classifier for a ream of paper; to order; to command; an order; warrant; writ; to cause; to make sth happen; virtuous; honorific title; season; government position (old); type of short song or poem,Translation,0.75
造成,407,18,0.4604585416680931,357,-0.014372830831372863,-0.026638973909084113,3,zàochéng,to bring about; to create; to cause,Translation,0.5
以致,407,18,0.4477414312038933,187,-0.041755634340235104,-0.07560884828144919,7-9,yǐzhì,to such an extent as to; down to; up to,Translation,0.5
让,407,18,0.4366450061206774,663,0.08496782678412956,0.1310578990527882,2,ràng,"to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被)",Translation,0.75
诱发,407,18,0.423977280669805,813,0.0376509080463614,0.06135330958789666,7-9,yòufā,to induce; to cause; to elicit; to trigger,Translation,0.5
防止,407,18,0.4140324064069011,994,0.008681184845469203,0.01459884415850362,3,fángzhǐ,to prevent; to guard against; to take precautions,Translation,0.25
避免,407,18,0.4124212827979563,741,-0.008710566490984117,-0.01482450986731182,4,bìmiǎn,to avert; to prevent; to avoid; to refrain from,Translation,0.25
激起,407,18,0.40689410177032803,704,0.00211401191513394,0.003551648523685372,7-9,jīqǐ,to arouse; to evoke; to cause; to stir up,Translation,0.25
促成,407,18,0.4011484315511214,357,0.022377007257603332,0.036020569775231916,7-9,cùchéng,to facilitate; to effect,Translation,0.75
致,407,18,0.36613639002861864,872,0.037545043287895985,0.0559198084588839,7-9,zhì,(bound form) fine; delicate; exquisite; to send; to devote; to deliver; to cause; to convey,Translation,0.25
依靠,408,11,0.5603338842108594,1350,0.17769954249409303,0.2878351591312007,4,yīkào,to rely on sth (for support etc); to depend on,Translation,1.0
凭借,408,11,0.5390494165367565,1350,0.16054025268025018,0.25831475436780804,7-9,píngjiè,to rely on; to depend on; by means of; thanks to; sth that one relies on,Translation,1.0
借助,408,11,0.5283493220380473,1350,0.001315993028037532,0.0027824223328103883,7-9,jièzhù,to draw support from; with the help of,Translation,1.0
凭着,408,11,0.46004949179131005,1350,0.09608204331833337,0.15106466341644637,7-9,píngzhe,relying on; on the basis of,Translation,1.0
靠,408,11,0.4508700495559892,643,0.1000322228271684,0.1540943495260948,2,kào,to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck (vulgar); traditional military costume drama where the performers wear armor (old),Translation,1.0
通过,408,11,0.45017446923346627,1350,-0.2235810573091973,-0.40664000632617775,2,tōngguò,to pass through; to get through; to adopt (a resolution); to pass (legislation); to pass (a test); by means of; through; via,Translation,1.0
依托,408,11,0.4410788833982637,820,0.04111252425977491,0.06851703214630894,7-9,yītuō,to rely on; to depend on; support,Translation,1.0
凭,408,11,0.43231941828633264,1350,0.054123596047410516,0.0870428311406536,5,píng,"variant of 凭; to lean against; to rely on; on the basis of; no matter (how, what etc); proof",Translation,1.0
借,408,11,0.4111783085014359,454,0.020054000392152438,0.032936115958053076,2,jiè,to lend; to borrow; by means of; to take (an opportunity); variant of 借,Translation,1.0
依赖,408,11,0.382232559361971,20,0.017516029515779574,0.02757199004648864,6,yīlài,to depend on; to be dependent on,Translation,1.0
以,408,11,0.38120243345684846,1350,0.0475434700149997,0.07135005561202684,7-9,yǐ,old variant of 以; old variant of 以; abbr. for Israel 列; to use; by means of; according to; in order to; because of; at (a certain date or place),Translation,1.0
及,409,6,0.5844653162548387,613,0.21304385991786357,0.3389295770045794,7-9,jí,and; to reach; up to; in time for,Translation,1.0
以及,409,6,0.5727152354753453,283,0.15895290446643418,0.2711407213732803,4,yǐjí,as well as; too; and,Translation,1.0
和,409,6,0.49317822256698207,168,0.046020929008861344,0.08324416415847127,1,hé,"old variant of 和; surname He; (joining two nouns) and; together with; with (Taiwan pr. [hàn]); (math.) sum; to make peace; (sports) to draw; to tie; (bound form) harmonious; (bound form) Japan; Japanese; to compose a poem in reply (to sb's poem) using the same rhyme sequence; to join in the singing; to chime in with others; to complete a set in mahjong or playing cards; to combine a powdery substance (flour, plaster etc) with water; Taiwan pr. [huò]; to mix (ingredients) together; to blend; classifier for rinses of clothes; classifier for boilings of medicinal herbs; old variant of 和; harmonious",Translation,1.0
及其,409,6,0.4655328755295214,1103,0.0986785952961382,0.1558544774376932,7-9,jí qí,(conjunction linking two nouns) and its ...; and their ...; and his ...; and her ...,Translation,1.0
等,409,6,0.4341877944430631,292,-0.01717454719931666,-0.030353794122223842,1; 2,děng,class; rank; grade; equal to; same as; to wait for; to await; et cetera; and so on; et al. (and other authors); after; as soon as; once,Translation,1.0
在内,409,6,0.4191270095082037,743,0.02577724277694149,0.04249111162135253,5,zàinèi,(included) in it; among them,Translation,1.0
检测,410,15,0.5322084424744419,468,0.024948239112930648,0.05063167067715978,4,jiǎncè,to detect; to test; detection; sensing,Translation,1.0
测量,410,15,0.49398032196583974,974,0.09918043383183706,0.16388039573561328,4,cèliáng,survey; to measure; to gauge; to determine,Translation,1.0
试验,410,15,0.4830340362181841,1032,0.03314559823181018,0.06025250243874928,3,shìyàn,experiment; test; to experiment; experimental,Translation,1.0
测试,410,15,0.4770990746818327,1032,-0.0015605551399446305,-0.0029844183943548036,4,cèshì,to test (machinery etc); to test (a person's skill in a particular area); a test; (computing) beta (version of software),Translation,1.0
化验,410,15,0.4767876818087637,468,-0.04763764596909886,-0.09104840293856968,7-9,huàyàn,chemical examination; to do a lab test,Translation,1.0
测定,410,15,0.47517771805861914,1363,0.049837959662470455,0.08672595745161518,6,cèdìng,to determine (by measuring or surveying),Translation,1.0
检验,410,15,0.46757703964131975,468,0.06297036950009965,0.1057626384814143,5,jiǎnyàn,to inspect; to examine; to test,Translation,1.0
实验,410,15,0.4669009960931931,1005,0.03429447782460787,0.060442142761241296,3,shíyàn,experiment; test; experimental; to experiment,Translation,1.0
测,410,15,0.45115783329972264,1022,0.08100348230370519,0.1286084653149568,4,cè,to survey; to measure; to conjecture,Translation,1.0
样品,410,15,0.4476435008545363,1214,-0.009663897464708082,-0.017495761305712607,7-9,yàngpǐn,sample; specimen,Translation,1.0
观测,410,15,0.4346823647743487,1363,-0.10214859692990547,-0.1806923940894431,7-9,guāncè,to observe; to survey; observation (scientific etc),Translation,0.5
仪器,410,15,0.4257149106896199,411,-0.03278976612922774,-0.05709666982404643,6,yíqì,instrument; apparatus,Translation,0.25
验证,410,15,0.4228918212529491,327,0.012784178840763438,0.021672053682879458,7-9,yànzhèng,to inspect and verify; experimental verification; to validate (a theory); to authenticate,Translation,1.0
实验室,410,15,0.3996144301179317,1005,-0.03497382338014571,-0.058252271764318964,3,shíyànshì,laboratory,Translation,1.0
